Company Name,Location,Company URL,LinkedIn URL,Brands,Description
Pride+Groom,"New York,NY",https://prideandgroom.com,https://www.linkedin.com/company/pridegroomnyc/,,
Project Hive Pet Company,"Minneapolis,MN",http://www.projecthivepetcompany.com,https://www.linkedin.com/company/project-hive-pet-company, Project Hive Pet Company offers dog toys and treats with a mission to save the bees. Each purchase helps establish healthy wildflower habitat to nourish and sustain the bees.,Letâs make our planet thriveâone happy dog and countless bees at a time.
Prospect Farms,"Prospect,ME",http://www.prospectfarms.com,https://www.linkedin.com/company/prospect-farms-maine, Prospect Farms,
Puppy Cake,"Portersville,PA",http://www.puppycake.com,https://www.instagram.com/puppycakellc/?hl=en," Puppy Cake, Puppy Scoops, Hoggin Dogs",
Pure and Natural Pet,"Norwalk,CT",http://www.puranaturalspet.com,https://www.linkedin.com/company/pureandnaturalpet/mycompany/?viewAsMember=true, Pure and Natural Pet (for specialty pet retail) and Pro-Coat Grooming (specifically formulated for professional groomers),"Pure and Natural Pet specialized in USDA Certified Organic and natural Pet grooming & wellness products. Our products are eco-friendly, certified cruelty-free and USA Made. Experience the Pure and Natural Pet difference."
Pure Treats Inc.,"Vaudreuil-Dorion,QC",http://www.purebites.com,https://www.linkedin.com/company/pure-treats-inc., PureBites,
"QT Dog, LLC","Dallas,TX",http://www.qtdog.com,https://www.linkedin.com/company/58613699," Buffalo Hornz, Colgn, Steer Jerky, Churpi Chews, Antlerz, Mountain Chews, Buffalo Tugz, Licensed Mossy Oak Chews and Toys, Brake-Fast, and Stainless Steel Source.","QT Dog has specialized in quality pet products since 1997. From all natural dog chews and treats, to the patented Brake-Fast slow feed bowl, raised feeders, and stainless steel feeding dishes. Visit booth 4739 to see our new collagen line!"
Quartile,"New York,NY",http://www.quartile.com,https://www.linkedin.com/company/quartiledigital/," Unilever, Under Armour, Thrasio, SmartyPants, Weiman, Collar Clinic, The Artful Canine, etc",Thousands ofÂ sellers trust QuartileÂ´s full-funnel optimization approach to unlock the full potential of their selling and advertising across multiple channels.
Raw Dog Chews,"Evansville,IN",http://www.RawDogChews.com,https://www.linkedin.com/company/raw-dog-natural-chews, Raw Dog Natural Chews - The Pet Specialty Brand,"Raw Dog was born out of the desire of loving pet-owners who were desperately seeking a natural, healthy, high-quality dog treat. From our base in Evansville, IN, we heard the calls from pet specialty store owners across the country to Chews-Wiselyâ¢"
Redbarn Pet Products,"Long Beach,CA",http://www.redbarn.com,https://www.linkedin.com/company/redbarn-pet-products," Redbarn Pet Products
Chewy Louie by Redbarn","Founded in 1996, Redbarn Pet Products is a family-owned manufacturer of premium chews, treats, and food for pets."
Reptiles By Mack,"Xenia,OH",http://www.reptilesbymack.com,https://www.linkedin.com/company/reptiles-by-mack/,,
RESET Bioscience,"Austin,TX",https://resetbioscience.com/,https://www.linkedin.com/company/resetbioscience,,
Responsibly Organic Hemp Products,"CLAREMONT,CA",https://www.responsiblyorganic.com,https://www.linkedin.com/in/eric-dena-bb01a441/," Responsibly Organic Cat Litter, Small Animal Bedding, Horse Pellets, Horse Bedding",
Rexipets,"Sandy,UT",https://rexipets.com/,https://www.tiktok.com/@rexipets,,"Our value proposition is simple â Rexipets will carry a hand picked selection of pet toys and grooming supplies geared towards dogs and cats, chosen because of their design quality, value, âfun factorâ, and durability.Â Rexipets selectively aggregates the best products from around the world, creating an expertly curated shopping experience."
RIFRUF,"Long Island City,NY",http://www.rifrufqueens.com,https://www.linkedin.com/company/rifruf/,,"The mission of RIFRUFÂ® is to enable your dog to look their best and live to their fullest,Â every step of the way.Â We represent more than just dog fashion. We exist to elevate the ways our dogs live: with products that act asÂ functional and design-driven mediums,Â whether theyâre for daily walks or the runway."
Rubicon Dog,"Discovery Bay,CA",https://rubicondog.com/,https://www.linkedin.com/company/rubicon-dog/," Rubicon Dog. The dog car seat with patented safety and comfort that protects against hair dirt, and water for life's everyday adventures. Proudly made in the USA.","Rubicon Dog was born from the everyday struggles dog owners face when driving with their dogs. From dogs running loose in the backseat to the inevitable hair dirt, and waterÂ we knew there had to be a better way. Putting safety and comfort first the Rubicon Dog Car Seat was designed for everyday dog adventures."
RunLoyal,"Alpharetta,GA",http://www.runloyal.com,https://www.linkedin.com/company/runloyal-pet-owner-engagement-platform/,,
Scoochie Pet Products,"Smithtown,NY",http://www.scoochiepet.com,https://www.linkedin.com/in/gary-jacobs-55440216/," Scoochie, Mr. Scooch, Wiz B Gone, Poop B Gone, Scoochzilla, Brawny Bruisers, Scoochie Poochie, EZ Harness, Super Scooch, Chef Toby, Yucat, Poop B Gone, Bully Skinz, Pizzlers, Wiz Extreme, Yucat, Chef Toby",
Shipper's Advocate Inc.,"Cape May,NJ",http://www.shippersadvocate.com,https://www.linkedin.com/company/shippers-advocate-inc/,,
Skout's Honor,"Oceanside,CA",http://www.skoutshonor.com,https://www.linkedin.com/company/7597297/admin/," Skout's Honor product lines include stain & odor products, probiotic grooming & wellness, natural flea + tick solutions and training aids.","Environmentally and socially conscious company curating life changing pet essentials for pets and their people. With Natural Cleaning, Probiotic Grooming & Wellness, Training and Flea + Tick solutions. Through our Paw Pledge, we have donated over 10 million meals to animals in need."
Snuggle Puppy,"Novi,MI",http://www.snugglepuppy.com,https://www.linkedin.com/company/snuggle-puppy/," Snuggle Puppy, Tender-Tuffs, Bounderz, Puppy's 1st","At Snuggle Puppy we design our products to speak to a petâs natural instincts in ways that alleviate anxiety, promote play, and provide comfort. TheÂ result is strengthening the bond between pet and pet parent to help create happy, harmonious homes."
Socksmith,"Santa Cruz,CA",http://www.socksmith.com,https://www.linkedin.com/company/socksmith," Socksmith, Bottlesmith, Lucky Duck Umbrellas, Sock Village, NO BS","Socksmith Design, the premiere novelty sock company in the US, offers over 1,800 designs, ships orders the same or next day, is in stock and introduces more than 400 new designs a year! No other novelty sock company comes close to what we offer! Great margins, great designs, great quality and our retailers are the priority! 831-426-6416Â  www.socksmith.com"
SodaPup,"Boulder,CO",http://www.sodapup.com,https://www.linkedin.com/company/sodapup," SodaPup is the flagship brand of True Dogs, LLC.  We make a wide range of enrichment products in the USA.","SodaPup specializes in durable American-made dog toys.Â  We make natural rubber, synthetic rubber and nylon dog toys in a wide range of novelty shapes.Â  We also produce lick mats in fun novelty patterns. All of our products are made from FDA compliant materials that are safe for dogs.Â  Support American made and see why so many retailers are stocking SodaPup!"
Sovereign Silver PETS by Natural Immunogenics,"Sarasota,FL",http://www.SovereignSilverPets.com,https://www.linkedin.com/company/sovereign-silver," Sovereign Silver, the #1 selling silver for Immune Support since 1999, is now available for Pets! Safe. Pure. Effective. Its odorless, tastes like water, Vegan, Allergen-, Gluten-, and GMO-free.","Sovereign Silver, the #1-selling silver for Immune Support, is now available for Pets! Safe. Pure. Effective. GMP Certified."
Spearpoint Logistics,"Newark,DE",http://www.spearpointlog.com,https://www.linkedin.com/company/spearpointlogistics/mycompany/,,At Spearpoint Logistics we âGet Ship Done!âÂ  Â  We help you navigate the entire supply chain.Â  Our job is to overcome challenges and maintain agility and flexibility in order to meet rising consumer demands.Â  Let Spearpoint Logistics focus on your logistics needs so you can focus on your business!
Specialty Enzymes & Probiotics,"Chino,CA",http://SpecialtyEnzymes.com,https://www.linkedin.com/company/specialty-enzymes-and-probiotics-co," DigeSEBâ¢ Pet & Equine, Exclzymeâ¢ Pet & Equine, ProbioSEB Duoâ¢, ProbioSEB CSC3â¢, ImmunoSEBâ¢",
SPINS,"Chicago,IL",https://www.spins.com/,https://www.linkedin.com/company/spins,,SPINS offers proprietary data insights and solutions for brands & retailers looking to drive innovation and growth with an eye for health and wellness.
SpleashÂ®,"Carlsbad,CA",https://www.spleash.com,https://www.linkedin.com/company/tail-chasers-llc%20,,"TailChasersÂ® is a small family business still in the puppy stage. Kerry and Katherine are a mother-daughter duo bringing innovation and creativity to everything they do. Naturally, this illustrious quest includes dog walks. They came up with the idea of SPLEASHÂ® and TailChasersÂ® on an actual walk together with their three, four-legged family members. Working together with people and pets to deliver unprecedented, savvy products that make lives easier is something they love to do. Check back often to see TailChasersâ next project."
Standlee Premium Products,"Kimberly,ID",http://standleeforage.com,https://www.linkedin.com/company/standlee-hay/," Standlee Premium Western Forage, PremiYum",StandleeÂ® puts the health and well-being of the animals you love first by deliveringÂ the bestÂ nutrition through premium forage and highest-quality animal care products.
Stashios,"Hopkins,MN",http://www.StashiosPet.com,https://www.linkedin.com/company/stashiospet, Stashios,
"SUNSHINE MILLS, INC.","Red Bay,AL",http://www.sunshinemills.com,https://www.linkedin.com/company/sunshine-mills-inc.," EvolveÂ®, TriumphÂ®, Sportsman's PrideÂ®, Pet LifeÂ®, Meaty TreatsÂ®, Nurture FarmsÂ®, Veterinary SelectÂ®, Hunterâs SpecialÂ®, Pup Corn PlusÂ®, Paula DeenÂ®","Family owned Pet Food, Treat, and Biscuit manufacturer for over 50 years. Super Premium Dry Dog & Cat Food, Soft Moist Treats, Puffed Treats, Oven Baked Biscuits."
Tempo Flexible Packaging,"Innisfil,ON",https://tempoflexiblepackaging.com/,https://www.linkedin.com/company/tempoflexiblepackaging/, Tempo provides customized and sustainably minded flexible packaging solutions to a wide assortment of pet food customers in North America.,"With a proven track record of success spanning more than 50 years, Tempo Flexible Packaging is an award-winning, fast-growing company that specializes in custom printed and sustainably minded flexible packaging rollstock, pouches, bags."
Tevra Brands,"Omaha,NE",http://www.tevrabrands.com,https://www.linkedin/company/tevrabrands," Tevrapet, Vetality, Simply Country Naturals, Boone, TLC Naturals, Puddle Pads,Petality","Our mission is to offer high quality, innovative products at an affordable price for your pets, family and home.Â  Vet Quality Flea & Tick and health care supplements provide the right solution for saavy pet parents who want the best but want it to cost less.Â  Â Tevra Brands offers new innovations in health and wellness including proprietary and patented behavior, health and wellness supplements, medications, innovative BrushFree oral health and healthy and functional pet treats all made in the USA!"
The Bug Factory,"London,",http://www.bugfactory.co.uk,https://www.linkedin.com/company/14041408/admin/, The Bug Factory - Mealworm Growing Pods,Learn more: www.bugfactory.co.uk
The City Loo,"Kirkland,WA",http://www.thecityloo.com,https://www.linkedin.com/company/the-city-loo/," The City Loo is a chic and attractive high quality enclosure for your pet to potty in private and discreetly. The City Loo keeps your home& pet potty area sanitary, safe& chic.",
The Honest Kitchen,"San Diego,CA",http://www.thehonestkitchen.com,https://www.linkedin.com/company/the-honest-kitchen/mycompany/, The Honest Kitchen,"The Honest Kitchen believes health starts with human grade, whole foods. That's why all our recipes are made with thoughtfully sourced, human grade ingredients using the same health and safety standards as people food (but made just for pets)."
"Three Dog Bakery, LLC","Kansas City,MO",https://www.threedog.com,https://www.linkedin.com/company/three-dog-bakery/," Three Dog Bakery - The original bakery for dogs.  

Created in our kitchens, our pastry chefs help us unleash the love for our pups through irresistible  delicious treats!

While at SuperZoo, be sure to contact us for the Three Dog Bakery distributor in your area - we are at Booth #1347",
Tiana Halal Pet Food,"Manchester,",http://www.tianahalalpetfood.com,https://www.linkedin.com/company/tianacatclub/,,"Tiana is all about creating the world's 1st halal-friendly cat food range made with best-in-class, âhuman-gradeâ ingredients and the most advanced food production methods (freeze-drying) to maximize a range's taste and nutritional worth."
Traco Packaging,"Orem,UT",http://tracopackaging.com,https://www.linkedin.com/company/10607943/admin/,,"Established in 1985, Traco Packaging is a digital and flexo flexible films printer and converter specializing in pouch making and shrink sleeve production. Â Traco recently entered the pouch converting market with the installation of an HP 25k press, lamination equipment, and pouch converting line."
Treat Planet,"Earth City,MO",http://www.treatplanet.com,https://www.linkedin.com/company/treatplanet," Etta Says!, Hare of the Dog, Snicky Snaks, & Kitty Kitty","At Treat Planet, we love dogs! That's why we create natural, healthy, eco-friendly pet products made in the USA. We have four different treat brands including Etta Says!, Hare of the Dog, Snicky Snaks, & Kitty Kitty!"
Treatibles,"Nashville,TN",http://www.treatibles.com,https://www.linkedin.com/company/treatibles/, Treatibles Organic Full Spectrum Hemp CBD Oil Products,"Established in 2013, industry leader Treatibles blazed a trail as the pioneer in developing Organic Full Spectrum Hemp CBD products for pets. Today, the product line includes a wide variety of Hard Chews, Soft Chewables, Oil Droppers, Capsules and Topical Cream available in several potencies for dogs, cats and horses. Treatibles.com."
Trivium Packaging,"Chicago,IL",http://www.triviumpackaging.com,https://www.linkedin.com/company/trivium-packaging,,
tuft + paw,"Vancouver,BC",http://tuftandpaw.com,https://www.linkedin.com/company/tuft-paw,,"tuft + paw is a design company for life with cats. From litter to modern cat furniture, we develop cat behaviorist approved products that truly rival the cardboard boxes they come in."
TUG,"Raleigh,NC",http://www.tugpetproducts.com,https://www.linkedin.com/company/tugpetproducts/," TUG, Nugget","Tug Pet Products was founded in 2017 and is based in the United States. The team at TUG pride themselves on their thoughtful and modern designs. They strive to reimagine, enhance and improve products within the pet industry for the benefit of pets and pet parents alike."
Uckele Health & Nutrition,"Blissfield,MI",https://uckelecorp.com/,https://www.linkedin.com/company/uckele-health-&-nutrition,,"Quality Nutrition is what we do. At Uckele, we have committed ourselves to the science of understanding good nutrition. We pride ourselves on formulating and manufacturing the best dietary products on the market for you and your animals."
Under the Weather Pet,"Winooski,VT",http://www.undertheweatherpet.com,https://www.linkedin.com/company/under-the-weather-pet, Under the WeatherÂ®,
Unique Pet Care,"Arvada,CO",http://www.tackletinkle.com,https://www.linkedin.com/in/julie-holmes-85a47a24/," Pet Odor and Stain Eliminator
Advanced Cat Odor + Stain
Advanced Dog Odor + Stain
Skunk Odor Eliminator
Carpet Shampoo
Puppy Odor + Stain Remover
Turf and Outdoor
Infusions",
United States Postal Service,"Washington,DC",http://www.usps.com,https://www.linkedin.com/company/usps/,,
Verifone,"Clearwater,FL",http://www.verifone.com,https://www.linkedin.com/company/verifone/," Standalone or Integrated Solutions: Portable: V400m |mPOS: CM5 & e285 | Countertop: V400c | PIN Pads: P400 & M400 | APMs: PayPal, Venmo, Klarna | eComm: Pay by Link, Hosted Payment | Managed Services","Verifone transforms everyday transactions into new and engaging opportunities for merchants and consumers. Our people are trusted payments experts working with the worldâs best-known retail brands, financial institutions, & payment providers with over 36 million devices in more than 165 countries."
Volkman Pet Products,"Ceres,CA",https://volkmanpet.com/,https://www.linkedin.com/company/volkman-pet-products," Volkman Pet Products continuously works hard to produce the best blends for our product lines and has earned a reputation in the industry for producing some of the cleanest bird seed available.  Avian Science, Featherglow, Volkman Small Animal and Henny Penny are among our most popular brands.",
Waggin Water,"Chicago,IL",http://www.wagginwater.com,https://www.linkedin.com/in/drew-whited-09629637/," Waggin Water CBD, Waggin Water DENTAL, Waggin Water HIP & JOINT, Waggin Water CALMING, Waggin Water HAPPY BELLY",Simply pour Daily Dog Water into your dog's bowl to provide them with additional benefits from their daily water intake. Completely flavorless.
Wagz Inc.,"Portsmouth,NH",http://www.wagz.com,https://www.linkedin.com/company/wagz-inc/," Wagz Freedom Smart Dog Collar - the only shock-free wireless fence & wellness system.
Wagz Tagz - gives your dog the freedom to roam inside your home.","Wagz combines pet tech innovations with practical expertise to deliver humane smart dog products. Our Kognitionâ¢ Platform provides a completely connected pet lifestyle to give your dog a voice and ensure his safety, health & happiness. Our Freedom Dog Collar combines shock-free wireless containment & wellness in one smart collar."
Walkee Paws,"New York City,NY",http://www.walkeepaws.com,https://www.linkedin.com/company/walkeepaws/?viewAsMember=true," Adjustable Fit Dog Boot Leggings,
Indoor Dog Sock Leggings,
Liner Socks,
Deluxe Puffer Coat with Attachable Leggings, and
Leashes","Walkee Paws are the world's first all-in-one dog boot leggings that are designed to be the âbetter bootieâ. They connect over your dog's back, so theyâre easy to put on, stay on, and comfy to wear. Plus, you'll never lose a dog boot again!"
WashBar,"Wellington,",http://www.washbar.com,https://www.linkedin.com/in/louise-knight-9aa0a015b/, WashBar,"WashBar is newly available to retailers in the US, and presents a unique range of solid bar soaps to promote pet skin health featuring Manuka and Kanuka oils to relieve everyday itching and leave pets smelling divine.Â  WashBar soaps are merchandised in a handy retail-ready display inner with attractive margins. Come & visit us for a chat! #6669"
Westminster Pet Products,"Cumberland,RI",http://www.westminsterpet.com,https://www.linkedin.com/company/11690857/," Ruffin' Itâ¢
CHOMP'EMSâ¢
Healthfulsâ¢
Lil Squirtsâ¢
Pet 'n Shapeâ¢","Westminster Pet Products is a leading developer and marketer of Petcare products. In support of our mission, âto strengthen the bond between pets and pet parents through our productsâ, we offer pet parents a comprehensive portfolio of solutions for their four legged family members and a âone-stop-shopâ experience for our retail partners."
Whitebridge Pet Brands,"St. Louis,MO",http://tikipets.com,https://www.linkedin.com/company/whitebridge-pet-brands," The Whitebridge brand portfolio includes Tiki PetsÂ®, Cloud StarÂ®, Petite CuisineÂ®, Buddy BiscuitsÂ®, DogswellÂ®, Pet BotanicsÂ®, Crazy DogÂ® and GrizzlyÂ®.","Whitebridge Pet Brands is an innovative pet food company that brings health and happiness to pets and people with a range of minimally processed, natural, and wholesome dog and cat foods, treats, complements and supplements. Whitebridge Pet Brand's Mission is to help people make their pets healthier and happier with better food, treats and solutions. Whitebridge Pet Brands is headquartered in St. Louis, Missouri and has manufacturing operations in Joplin, Missouri, Woodinville, Washington and Copenhagen, Denmark. The Whitebridge brand portfolio includes Tiki CatÂ®, Tiki Dogâ¢, Cloud StarÂ®, Petite CuisineÂ®, Buddy BiscuitsÂ®, DogswellÂ®, Pet BotanicsÂ®,Â  Crazy DogÂ® and GrizzlyÂ®."
Wild Earth,"Berkeley,CA",https://wildearth.com/,https://www.linkedin.com/company/wildearthpets/,,"Wild Earth is nutrition for the evolved dog. Providing nutritionally complete and balanced food, with clean, superfood ingredients that just happen to be all plant-based.Â  Â Tens of thousands of Wild Earth customers report allergy relief, healthier skin, and better digestion from switching to a plant-based diet. Letâs feed this evolution together."
Wolfieâs Wish,"Gainesville,FL",https://wolfieswish.com/,https://www.linkedin.com/in/erica-messer-a13b05229/, Tails Of Spirit Cats. Grieving Cards. Greeting Cards.,We help pet parents grieve.Â Our Grieving Card Decks (Eng/Ger/Span/Fr.) are used by therapists worldwide. Our book (Eng.) helps children cope with pet loss. We reduce our carbon footprint by printing in differnet locations aroundÂ the world and use sustainable practices where we can. Visit us in emerging brands and see our new product display!
Woof Concept,"Vancouver,BC",http://www.woofconcept.com,https://www.linkedin.com/company/woof-concept-products-ltd/," Woof Concept 
LAB IX 
NEKO by Woof Concept","Established in 2016, Woof Concept is an award-winning pet product manufacturer and lifestyle brand based in Vancouver BC. We build amazing pet products that every dog owner can trust by bridging the gap between creativity and functionality with uparalleled craftsmanship. Come check us out at www.woofconcept.com"
Woofkies,"Tomball,TX",http://www.woofkies.pet,https://www.linkedin.com/company/woofkiespet, Woofkies,"Woofkies dog treats are 100% handcrafted and hand-decorated cookies for dogs. At Woofkies, we are passionate about giving paw-rents and dogs new ways to bond and share meaningful moments together. With our teamâs 20+ years of professional cookie decorating experience, we create one-of-a-kind treats that are both beautiful and delicious. Woofkies dog treats are made with unparalleled craftsmanship, rich nutrition, and the taste and texture that dogs deserve. Our treats are vegan, peanut and tree nut-free, and made in an SQF-certified bakery with human grade ingredients. Woofkies dog treats are available in a variety of seasonal and everyday collections. Visit us at booth 7056 or visitÂ www.woofkies.petÂ to learn more."
WPA HUB,"Monrovia,CA",http://www.worldpetassociation.org,https://www.linkedin.com/grp/home?gid=2265727,,"Founded in 1950, World Pet Association (WPA) is the pet industryâs oldest nonprofit organization. Based in Southern California, WPA coordinates industry-defining trade showsâSuperZoo, Atlanta Pet Fair & Conference and other popular annual events such as Americaâs Family Pet Expo, a consumer pet and pet product expo. Most recently, WPA has launched WPA365, an online pet community offering the opportunity for retailers and manufacturers to connect 365 days per year. Through WPAâs Good Works program, proceeds from these events are funneled back into key industry organizations and nonprofits with the goal of making it easier for pet industry professionals to do business. WPAâs mission is to support the business needs of pet retailers and to promote responsible growth and development of the pet industry by providing thought leadership on consumer and legislative issues; lead efforts in the public sector to inform consumers and ensure safe, healthy lifestyles for all animals; and provide business resources, education, content and services to ensure pet product retailers have the support they need to be competitive. For more information about WPA, its industry events, WPA365 or to become a member, visit www.worldpetassociation.org."
WPA Professional Grooming Credentialing,"Monrovia,CA",http://www.worldpetassociation.org,https://www.linkedin.com/grp/home?gid=2265727,,"Founded in 1950, World Pet Association (WPA) is the pet industryâs oldest nonprofit organization. Based in Southern California, WPA coordinates industry-defining trade showsâSuperZoo, Atlanta Pet Fair & Conference and other popular annual events such as Americaâs Family Pet Expo, a consumer pet and pet product expo. Most recently, WPA has launched WPA365, an online pet community offering the opportunity for retailers and manufacturers to connect 365 days per year. Through WPAâs Good Works program, proceeds from these events are funneled back into key industry organizations and nonprofits with the goal of making it easier for pet industry professionals to do business. WPAâs mission is to support the business needs of pet retailers and to promote responsible growth and development of the pet industry by providing thought leadership on consumer and legislative issues; lead efforts in the public sector to inform consumers and ensure safe, healthy lifestyles for all animals; and provide business resources, education, content and services to ensure pet product retailers have the support they need to be competitive. For more information about WPA, its industry events, WPA365 or to become a member, visit www.worldpetassociation.org."
Wyo-Ben Pet,"Billings,MT",http://www.wyobenpet.com,https://www.linkedin.com/company/wyo-ben-inc-/?viewAsMember=true," Wyo-Ben Pet is a division of Wyo-Ben, Inc.",
Yappy Pets,"Singapore,",http://www.yappy-pets.com/,https://www.linkedin.com/company/yappy-pets/?originalSubdomain=sg," Made with care for dogs & cats.
â¢	nurturepro (Made in US) Kefir Powder, Silver Spray & Grain Free Food
â¢	Boneve (Made in NZ) Ethically farmed, free range & cage free
â¢	Loveabowl (Made in Canada) Surfing up the finest protein of Snow Crab & Lobster",
Yaxin Flexible Packaging,"Tustin,CA",https://yaxininc.com/,https://www.linkedin.com/company/yaxin,,Yaxin Flexible Packaging specializes in pouches for leading pet food companies worldwide. We are a California-based packaging company who owns our factory in China.
Zelda & Harley,"Austin,TX",https://www.zeldaandharley.com,https://www.linkedin.com/company/zelda-harley-pet-boutique/,,
Zen Habitats,"Hull,MA",http://www.zenhabitats.com,https://www.linkedin.com/company/zen-habitats-inc," Zen Habitats, Inc.",
ZIWI,"Overland Park,KS",http://www.ziwipets.com,https://www.linkedin.com/company/ziwi," ZIWI Peak Dog Gently Air-Dried and Wet/Canned Formulas
ZIWI Peak Cat Gently Air-Dried and Wet/Canned Formulas
ZIWI Peak Oral Health Care Chews
ZIWI  Peak Good Dog Rewards","ZIWI is the maker of awarding-winning air-dried pet foods. The innovator and global leader in air-dried pet nutrition, our recipes are designed for a carnivore, featuring ethical and sustainable ingredients - all sourced from beautiful and pristine New Zealand."
ZYMOX & Oratene by Pet King Brands,"Westmont,IL",http://www.zymox.com,https://www.linkedin.com/company/pkb-pet-king-brands/," ZYMOXÂ® Dermatology
ZYMOX OrateneÂ® Brushless Oral Care
ZYMOXÂ® Equine Defense",
